Registration Number,Specialization,Branch,Last Semester,Attendance (%),CGPA,Semester GPA (Target),Backlogs,Midterm Scores (out of 50),"Grades (S, A, B, C, D, E, F, N)",Study Hours/Day,Club Membership,Club Hours/Week,Leadership Role,Sleep Hours/Day,Stress Level,Predicted Semester GPA
23BCE10097,CSE Core,B.Tech,4,67,7.59,8.23,0,"28, 44, 40, 41, 4","['A', 'A', 'E', 'B', 'C', 'S', 'A', 'B', 'D', 'B', 'C', 'C', 'C', 'E', 'A', 'N', 'S', 'S']",5.8,No,0,No,7.6,3,8.03
23BCE10098,CSE Core,B.Tech,4,74,7.35,7.66,0,"28, 20, 29, 19, 47","['B', 'B', 'D', 'A', 'N', 'E', 'S', 'E', 'A', 'A', 'D', 'A', 'A', 'A', 'S', 'S', 'S', 'B']",4.1,No,0,No,7.1,5,7.25
23BCE10099,CSE Core,B.Tech,4,68,6.7,6.7,2,"17, 45, 9, 19, 21","['A', 'A', 'A', 'B', 'A', 'F', 'A', 'N', 'B', 'F', 'S', 'C', 'S', 'S', 'E', 'B', 'A', 'S']",3.1,No,0,No,6.9,4,5
23BCE10100,CSE Core,B.Tech,4,70,7.33,8.24,1,"29, 42, 19, 34, 18","['B', 'A', 'B', 'A', 'S', 'A', 'D', 'E', 'A', 'E', 'B', 'N', 'C', 'A', 'A', 'F', 'S', 'A']",4.4,No,0,No,6.8,4,6.7
23BCE10101,CSE Core,B.Tech,4,71,7.85,8.8,0,"32, 16, 43, 20, 24","['E', 'B', 'B', 'E', 'B', 'B', 'S', 'B', 'A', 'S', 'S', 'B', 'B', 'S', 'E', 'B', 'N', 'S']",4.6,No,0,No,6.6,5,7.37
23BCE10102,CSE Core,B.Tech,4,67,7.48,8.13,1,"18, 18, 28, 45, 8","['C', 'A', 'A', 'A', 'C', 'S', 'B', 'B', 'C', 'A', 'S', 'N', 'B', 'S', 'F', 'N', 'D', 'S']",5.5,No,0,No,8.7,4,6.53
23BCE10103,CSE Core,B.Tech,4,82,8.31,9.18,1,"9, 11, 46, 28, 4","['A', 'A', 'A', 'S', 'A', 'B', 'D', 'B', 'C', 'S', 'S', 'B', 'S', 'A', 'F', 'C', 'S', 'B']",5.3,Yes,5.9,Yes,8.9,4,6.79
23BCE10104,CSE Core,B.Tech,4,71,7.19,7.88,1,"38, 5, 23, 46, 5","['S', 'A', 'A', 'D', 'C', 'D', 'N', 'A', 'A', 'C', 'A', 'B', 'F', 'A', 'C', 'C', 'S', 'B']",6,Yes,7.6,Yes,6.7,4,6.54
23BCE10105,CSE Core,B.Tech,4,70,7.76,8.67,0,"11, 14, 10, 39, 23","['E', 'A', 'S', 'A', 'B', 'B', 'N', 'C', 'B', 'A', 'S', 'S', 'B', 'A', 'B', 'B', 'A', 'E']",5.6,Yes,7.7,No,9,3,7.25
23BCE10106,CSE Core,B.Tech,4,66,7.35,7.36,1,"39, 42, 5, 43, 23","['B', 'C', 'C', 'D', 'C', 'S', 'A', 'D', 'F', 'A', 'A', 'A', 'S', 'D', 'A', 'B', 'A', 'N']",3.7,Yes,6.3,Yes,8.4,5,6.47
23BCE10107,CSE Core,B.Tech,4,76,8.76,9.27,0,"28, 26, 48, 36, 34","['S', 'A', 'B', 'B', 'D', 'A', 'S', 'A', 'A', 'S', 'C', 'S', 'S', 'S', 'B', 'D', 'B', 'S']",4.7,No,0,No,7.7,4,8.55
23BCE10108,CSE Core,B.Tech,4,74,7.78,8.05,2,"29, 49, 32, 6, 4","['A', 'B', 'B', 'S', 'S', 'S', 'B', 'N', 'A', 'S', 'S', 'S', 'F', 'S', 'F', 'D', 'D', 'D']",5.9,No,0,No,7.2,4,6.16
23BCE10109,CSE Core,B.Tech,4,67,7.94,8.52,0,"25, 43, 6, 39, 13","['A', 'A', 'E', 'E', 'B', 'C', 'A', 'A', 'S', 'A', 'B', 'S', 'S', 'B', 'N', 'S', 'A', 'A']",5.3,No,0,No,7.5,4,7.51
23BCE10110,CSE Core,B.Tech,4,70,7.09,7.71,0,"38, 38, 17, 39, 5","['D', 'N', 'A', 'E', 'A', 'B', 'S', 'A', 'S', 'C', 'N', 'S', 'C', 'D', 'S', 'C', 'B', 'A']",4.4,Yes,6.3,Yes,8,3,7.37
23BCE10111,CSE Core,B.Tech,4,74,7.46,8.15,1,"50, 32, 25, 35, 3","['A', 'F', 'A', 'S', 'D', 'A', 'B', 'S', 'C', 'D', 'B', 'A', 'S', 'B', 'N', 'S', 'S', 'A']",4.1,Yes,5.2,No,8.5,4,6.8
23BCE10112,CSE Core,B.Tech,4,82,7.93,8.5,1,"3, 5, 11, 34, 15","['A', 'C', 'S', 'D', 'A', 'B', 'B', 'A', 'A', 'C', 'A', 'B', 'F', 'D', 'A', 'A', 'S', 'A']",4.5,Yes,3,Yes,7.8,3,6.22
23BCE10113,CSE Core,B.Tech,4,68,7.81,8.12,0,"47, 33, 23, 25, 15","['A', 'S', 'A', 'A', 'C', 'E', 'B', 'A', 'A', 'D', 'B', 'A', 'A', 'N', 'D', 'A', 'B', 'S']",3.4,No,0,No,8.9,3,7.51
23BCE10114,CSE Core,B.Tech,4,65,7.59,8.21,2,"28, 27, 10, 42, 32","['A', 'A', 'S', 'S', 'S', 'B', 'E', 'F', 'A', 'S', 'A', 'S', 'N', 'F', 'B', 'A', 'B', 'C']",6,Yes,7.9,Yes,7.1,4,6.23
23BCE10115,CSE Core,B.Tech,4,71,6.54,7.42,3,"7, 26, 12, 21, 37","['S', 'B', 'C', 'S', 'F', 'C', 'A', 'D', 'D', 'E', 'F', 'A', 'A', 'N', 'A', 'A', 'A', 'F']",5.1,Yes,3,No,7,4,4.55
23BCE10116,CSE Core,B.Tech,4,66,6.41,7.36,2,"24, 41, 40, 9, 41","['N', 'A', 'S', 'C', 'A', 'C', 'B', 'F', 'N', 'S', 'A', 'B', 'C', 'C', 'A', 'F', 'A', 'A']",3.2,No,0,No,7.7,5,5.33
23BCE10117,CSE Core,B.Tech,4,66,6.56,6.62,2,"22, 42, 34, 4, 17","['S', 'N', 'C', 'B', 'B', 'F', 'A', 'F', 'A', 'C', 'S', 'B', 'S', 'C', 'A', 'S', 'D', 'C']",3.8,No,0,No,6.9,3,5.32
23BCE10118,CSE Core,B.Tech,4,69,6.74,7.6,1,"12, 23, 17, 36, 37","['D', 'B', 'B', 'C', 'F', 'A', 'B', 'N', 'A', 'B', 'B', 'A', 'C', 'B', 'B', 'B', 'C', 'E']",4.6,No,0,No,6.6,5,6.05
23BCE10119,CSE Core,B.Tech,4,87,8.54,9.4,0,"7, 21, 9, 48, 46","['A', 'B', 'A', 'B', 'B', 'C', 'A', 'A', 'S', 'B', 'D', 'A', 'A', 'S', 'S', 'B', 'S', 'A']",3.5,Yes,4,No,7.8,4,7.82
23BCE10120,CSE Core,B.Tech,4,80,8.28,8.9,0,"44, 44, 38, 20, 8","['E', 'A', 'A', 'B', 'A', 'S', 'A', 'A', 'A', 'B', 'B', 'E', 'B', 'B', 'A', 'S', 'B', 'A']",5.5,No,0,No,6.8,2,8.53
23BCE10121,CSE Core,B.Tech,4,88,8.28,8.5,0,"6, 7, 16, 43, 49","['S', 'A', 'S', 'D', 'S', 'S', 'E', 'D', 'B', 'C', 'S', 'B', 'S', 'C', 'S', 'S', 'E', 'A']",4.9,Yes,3.7,Yes,7.9,4,7.85
23BCE10122,CSE Core,B.Tech,4,87,8.48,8.83,0,"35, 23, 15, 4, 17","['S', 'A', 'B', 'A', 'B', 'A', 'D', 'B', 'C', 'A', 'B', 'S', 'B', 'A', 'A', 'S', 'S', 'S']",5.6,No,0,No,6.8,2,7.87
23BCE10123,CSE Core,B.Tech,4,69,8.37,9.07,0,"49, 18, 37, 47, 22","['A', 'A', 'S', 'A', 'A', 'S', 'S', 'N', 'C', 'S', 'A', 'B', 'B', 'A', 'A', 'A', 'B', 'B']",5.2,No,0,No,7.2,4,8.37
23BCE10124,CSE Core,B.Tech,4,66,6.76,7.29,2,"3, 48, 5, 19, 19","['S', 'B', 'F', 'F', 'C', 'A', 'S', 'B', 'A', 'B', 'N', 'B', 'S', 'B', 'D', 'C', 'S', 'S']",4.3,No,0,No,8.2,5,4.81
23BCE10125,CSE Core,B.Tech,4,70,7.52,7.85,0,"43, 22, 22, 6, 13","['A', 'C', 'A', 'A', 'E', 'N', 'B', 'C', 'S', 'D', 'A', 'S', 'A', 'C', 'S', 'A', 'B', 'B']",5,No,0,No,8.4,5,6.87
23BCE10126,CSE Core,B.Tech,4,73,6.7,7.4,2,"17, 47, 29, 26, 22","['N', 'B', 'C', 'A', 'B', 'C', 'B', 'S', 'A', 'F', 'A', 'C', 'A', 'F', 'D', 'S', 'S', 'A']",4.6,No,0,No,8.8,5,5.63
23BCE10127,CSE Core,B.Tech,4,70,8.35,9.24,1,"46, 17, 8, 20, 24","['S', 'A', 'S', 'C', 'B', 'B', 'B', 'A', 'A', 'A', 'S', 'D', 'A', 'S', 'E', 'C', 'F', 'N']",4.1,No,0,No,7,5,6.48
23BCE10128,CSE Core,B.Tech,4,76,7.31,7.86,2,"23, 26, 19, 13, 20","['A', 'B', 'C', 'F', 'B', 'S', 'S', 'C', 'A', 'S', 'D', 'F', 'B', 'B', 'S', 'B', 'E', 'D']",5.1,No,0,No,8,5,5.43
23BCE10129,CSE Core,B.Tech,4,80,8.3,8.64,0,"37, 33, 30, 26, 38","['A', 'A', 'C', 'A', 'A', 'S', 'B', 'E', 'B', 'A', 'B', 'B', 'S', 'A', 'D', 'A', 'A', 'E']",4.6,No,0,No,9,4,8.3
23BCE10130,CSE Core,B.Tech,4,69,6.8,7.13,1,"47, 26, 35, 32, 39","['D', 'S', 'B', 'E', 'C', 'F', 'C', 'N', 'B', 'S', 'S', 'A', 'A', 'B', 'B', 'A', 'C', 'N']",4,Yes,7.3,Yes,8.1,4,6.93
23BCE10131,CSE Core,B.Tech,4,70,7.48,7.76,0,"15, 18, 50, 45, 11","['A', 'A', 'N', 'S', 'C', 'B', 'E', 'E', 'S', 'A', 'A', 'C', 'A', 'B', 'B', 'A', 'A', 'S']",4.5,Yes,4.3,Yes,8.3,5,7.25
23BCE10132,CSE Core,B.Tech,4,66,8.2,8.75,0,"49, 15, 9, 37, 46","['S', 'B', 'C', 'B', 'C', 'S', 'S', 'E', 'S', 'S', 'A', 'B', 'N', 'S', 'B', 'B', 'B', 'S']",3.2,No,0,No,7.5,4,7.64
23BCE10133,CSE Core,B.Tech,4,67,7.74,8.63,1,"28, 11, 37, 26, 35","['S', 'N', 'C', 'S', 'B', 'A', 'C', 'A', 'A', 'S', 'B', 'A', 'A', 'F', 'S', 'B', 'E', 'B']",4.3,No,0,No,8.5,4,6.72
23BCE10134,CSE Core,B.Tech,4,69,8.06,8.99,1,"23, 24, 41, 21, 46","['S', 'E', 'B', 'C', 'A', 'A', 'B', 'A', 'S', 'B', 'N', 'A', 'S', 'A', 'S', 'B', 'S', 'F']",4.4,Yes,5.6,Yes,7.3,3,7.3
23BCE10135,CSE Core,B.Tech,4,66,7.8,8.03,0,"48, 47, 34, 7, 14","['C', 'B', 'B', 'D', 'D', 'S', 'N', 'A', 'S', 'A', 'S', 'A', 'A', 'B', 'S', 'A', 'A', 'A']",4.3,No,0,No,8.8,3,7.76
23BCE10136,CSE Core,B.Tech,4,65,7.06,7.61,1,"42, 8, 20, 9, 21","['B', 'E', 'S', 'F', 'D', 'A', 'C', 'S', 'B', 'D', 'S', 'A', 'B', 'B', 'N', 'C', 'A', 'A']",3.9,No,0,No,7.7,4,5.81
23BCE10137,CSE Core,B.Tech,4,71,7,7.2,2,"17, 44, 11, 22, 50","['A', 'N', 'A', 'F', 'F', 'C', 'C', 'S', 'S', 'A', 'S', 'S', 'S', 'S', 'A', 'S', 'D', 'A']",5.4,Yes,4.2,Yes,7,4,6.07
23BCE10138,CSE Core,B.Tech,4,83,8.02,8.6,0,"22, 6, 12, 44, 42","['C', 'A', 'B', 'B', 'C', 'C', 'S', 'B', 'B', 'B', 'A', 'B', 'E', 'S', 'B', 'C', 'A', 'S']",5.6,Yes,6.6,Yes,7,4,7.84
23BCE10139,CSE Core,B.Tech,4,65,5.83,6.02,0,"3, 37, 26, 46, 9","['S', 'N', 'N', 'B', 'A', 'N', 'A', 'B', 'S', 'N', 'N', 'A', 'B', 'S', 'S', 'B', 'B', 'B']",4.6,Yes,6.5,No,8.3,3,6.59
23BCE10140,CSE Core,B.Tech,4,67,7.52,8.52,1,"24, 25, 3, 26, 22","['S', 'A', 'C', 'S', 'B', 'S', 'C', 'A', 'S', 'N', 'B', 'F', 'S', 'E', 'C', 'S', 'B', 'S']",5.4,Yes,2.3,No,6.9,5,6.1
23BCE10141,CSE Core,B.Tech,4,91,8.7,9.55,1,"34, 33, 35, 38, 20","['A', 'S', 'A', 'C', 'B', 'B', 'C', 'S', 'S', 'S', 'A', 'S', 'C', 'A', 'S', 'A', 'F', 'B']",3.6,Yes,2.6,Yes,7.3,4,7.69
23BCE10142,CSE Core,B.Tech,4,68,8.13,9.09,0,"39, 35, 35, 7, 20","['C', 'S', 'A', 'S', 'A', 'A', 'A', 'S', 'C', 'S', 'N', 'A', 'C', 'N', 'A', 'S', 'S', 'A']",3.2,No,0,No,8.5,3,7.5
23BCE10143,CSE Core,B.Tech,4,76,7.94,8.2,1,"11, 44, 33, 9, 17","['B', 'B', 'S', 'F', 'A', 'S', 'A', 'S', 'C', 'C', 'A', 'A', 'C', 'C', 'S', 'C', 'B', 'A']",4.8,Yes,3.7,Yes,7.2,5,6.52
23BCE10144,CSE Core,B.Tech,4,74,7.91,8.21,0,"48, 6, 48, 41, 10","['S', 'C', 'E', 'S', 'S', 'A', 'A', 'N', 'S', 'B', 'S', 'C', 'C', 'B', 'B', 'B', 'S', 'S']",3.9,Yes,4,No,6.9,5,7.58
23BCE10145,CSE Core,B.Tech,4,67,8.3,8.96,0,"26, 10, 7, 25, 45","['A', 'C', 'A', 'C', 'A', 'S', 'A', 'S', 'C', 'A', 'C', 'S', 'D', 'S', 'B', 'E', 'N', 'S']",3.1,No,0,No,6.9,3,7.19
23BCE10146,CSE Core,B.Tech,4,76,8.41,9.4,0,"36, 17, 49, 21, 27","['B', 'B', 'C', 'C', 'S', 'A', 'S', 'A', 'D', 'A', 'B', 'S', 'S', 'A', 'A', 'C', 'E', 'B']",4.6,Yes,7.5,Yes,8.3,4,8.07
23BCE10147,CSE Core,B.Tech,4,66,6.43,7.62,1,"41, 6, 48, 10, 31","['B', 'E', 'E', 'B', 'F', 'S', 'A', 'C', 'A', 'E', 'N', 'C', 'B', 'E', 'S', 'B', 'B', 'C']",3.5,Yes,4.7,Yes,7,4,6.01
23BCE10148,CSE Core,B.Tech,4,75,8.5,9.48,0,"44, 15, 40, 38, 39","['B', 'B', 'S', 'A', 'C', 'S', 'S', 'B', 'E', 'S', 'A', 'B', 'E', 'S', 'S', 'S', 'B', 'A']",5.2,Yes,5.1,No,8.9,5,8.39
23BCE10149,CSE Core,B.Tech,4,94,7.89,8.2,3,"44, 47, 45, 33, 21","['C', 'D', 'A', 'A', 'S', 'S', 'B', 'S', 'D', 'B', 'F', 'S', 'A', 'S', 'A', 'B', 'F', 'F']",3.1,No,0,No,9,3,6.47
23BCE10150,CSE Core,B.Tech,4,78,8.13,8.5,0,"39, 27, 39, 3, 23","['A', 'A', 'E', 'B', 'B', 'B', 'E', 'B', 'C', 'S', 'S', 'A', 'A', 'S', 'A', 'S', 'B', 'B']",5.5,No,0,No,7.8,3,8
23BCE10151,CSE Core,B.Tech,4,65,8.11,9.1,0,"43, 41, 43, 28, 44","['B', 'A', 'N', 'S', 'A', 'S', 'B', 'S', 'A', 'S', 'S', 'E', 'B', 'E', 'A', 'S', 'C', 'A']",5.7,Yes,3.9,No,7.4,4,8.66
23BCE10152,CSE Core,B.Tech,4,95,8.3,9.23,0,"5, 43, 7, 45, 31","['A', 'C', 'A', 'E', 'C', 'A', 'A', 'S', 'E', 'S', 'A', 'S', 'S', 'S', 'B', 'B', 'C', 'B']",5,Yes,7.8,Yes,8.5,3,8.27
23BCE10153,CSE Core,B.Tech,4,69,7.74,8.66,1,"35, 4, 20, 16, 42","['A', 'S', 'A', 'B', 'D', 'B', 'B', 'F', 'S', 'S', 'S', 'A', 'A', 'C', 'N', 'C', 'S', 'A']",5.2,No,0,No,8.3,3,6.76
23BCE10154,CSE Core,B.Tech,4,69,7.57,7.8,0,"32, 31, 31, 21, 48","['N', 'A', 'A', 'C', 'A', 'C', 'B', 'A', 'S', 'S', 'S', 'E', 'A', 'A', 'N', 'C', 'A', 'A']",4.3,Yes,7.8,Yes,7.3,4,7.76
23BCE10155,CSE Core,B.Tech,4,79,9.17,9.79,0,"28, 48, 42, 11, 48","['B', 'S', 'S', 'S', 'A', 'S', 'A', 'S', 'A', 'A', 'A', 'B', 'A', 'S', 'C', 'D', 'S', 'A']",5.5,Yes,7.1,Yes,8.4,4,8.96
23BCE10156,CSE Core,B.Tech,4,70,7.41,7.93,3,"46, 15, 40, 33, 16","['S', 'A', 'A', 'N', 'B', 'S', 'A', 'B', 'S', 'S', 'C', 'F', 'F', 'A', 'S', 'A', 'F', 'A']",4.2,Yes,5.2,No,7.3,3,5.55
23BCE10157,CSE Core,B.Tech,4,67,8.67,8.98,0,"33, 17, 36, 12, 23","['B', 'A', 'A', 'S', 'A', 'E', 'A', 'S', 'S', 'A', 'A', 'A', 'A', 'A', 'A', 'N', 'B', 'S']",5.2,No,0,No,7.3,4,7.71
23BCE10158,CSE Core,B.Tech,4,85,7.78,8.04,1,"41, 27, 39, 42, 22","['B', 'A', 'S', 'S', 'A', 'B', 'C', 'E', 'F', 'S', 'C', 'C', 'B', 'S', 'S', 'A', 'A', 'B']",5.2,Yes,2.2,Yes,8.1,4,7.67
23BCE10159,CSE Core,B.Tech,4,89,8.15,8.76,1,"47, 9, 20, 43, 46","['A', 'A', 'A', 'A', 'D', 'C', 'B', 'S', 'A', 'D', 'B', 'A', 'S', 'D', 'S', 'F', 'A', 'A']",4.8,No,0,No,8.3,5,7.55
23BCE10160,CSE Core,B.Tech,4,66,8.17,8.8,1,"28, 19, 44, 9, 30","['S', 'A', 'F', 'A', 'A', 'S', 'A', 'A', 'E', 'S', 'A', 'C', 'B', 'S', 'S', 'B', 'A', 'N']",5,Yes,6.6,Yes,8.2,4,6.9
23BCE10161,CSE Core,B.Tech,4,74,6.94,7.79,2,"23, 39, 25, 49, 50","['E', 'A', 'C', 'N', 'A', 'A', 'S', 'A', 'A', 'F', 'B', 'S', 'C', 'B', 'C', 'F', 'A', 'S']",5,Yes,3,No,8.8,3,6.78
23BCE10162,CSE Core,B.Tech,4,89,7.54,8.49,0,"50, 12, 48, 19, 40","['A', 'C', 'B', 'A', 'A', 'S', 'C', 'E', 'A', 'E', 'D', 'E', 'C', 'D', 'S', 'A', 'C', 'E']",4.5,No,0,No,8.7,5,8.01
23BCE10163,CSE Core,B.Tech,4,72,7.24,7.62,0,"3, 13, 35, 33, 46","['S', 'A', 'S', 'N', 'B', 'A', 'E', 'D', 'D', 'A', 'B', 'D', 'B', 'D', 'B', 'A', 'B', 'D']",5.3,No,0,No,7.6,3,7.51
23BCE10164,CSE Core,B.Tech,4,65,6.24,6.89,2,"26, 22, 49, 7, 44","['B', 'N', 'A', 'F', 'S', 'A', 'A', 'S', 'F', 'C', 'B', 'A', 'A', 'N', 'N', 'S', 'S', 'E']",5.5,No,0,No,8.3,3,5.88
23BCE10165,CSE Core,B.Tech,4,70,6.56,7.11,2,"28, 44, 9, 29, 20","['S', 'S', 'S', 'N', 'S', 'N', 'C', 'S', 'A', 'B', 'F', 'N', 'B', 'A', 'B', 'F', 'B', 'B']",5.5,No,0,No,8.2,3,5.83
23BCE10166,CSE Core,B.Tech,4,70,6.76,7.58,2,"40, 33, 11, 4, 46","['S', 'B', 'F', 'S', 'E', 'E', 'N', 'A', 'B', 'B', 'A', 'S', 'F', 'S', 'A', 'A', 'A', 'A']",4.8,No,0,No,7.3,4,5.72
23BCE10167,CSE Core,B.Tech,4,79,6.98,7.89,2,"39, 49, 47, 31, 36","['A', 'E', 'B', 'C', 'S', 'F', 'S', 'E', 'A', 'F', 'A', 'S', 'C', 'A', 'A', 'A', 'A', 'A']",4,Yes,3.2,Yes,7.7,4,6.79
23BCE10168,CSE Core,B.Tech,4,66,7.72,8.59,0,"17, 48, 11, 18, 4","['S', 'B', 'A', 'S', 'S', 'B', 'A', 'N', 'A', 'S', 'N', 'B', 'E', 'A', 'C', 'S', 'A', 'A']",4.6,Yes,7.9,Yes,6.5,5,6.71
23BCE10169,CSE Core,B.Tech,4,71,7.44,8.38,0,"3, 11, 22, 48, 4","['B', 'B', 'B', 'A', 'S', 'B', 'N', 'B', 'A', 'B', 'S', 'B', 'A', 'N', 'E', 'A', 'C', 'A']",3,Yes,5.1,No,7.9,3,6.53
23BCE10170,CSE Core,B.Tech,4,72,7.15,7.48,1,"3, 12, 25, 21, 20","['C', 'N', 'B', 'B', 'C', 'A', 'B', 'S', 'F', 'A', 'B', 'S', 'A', 'B', 'A', 'C', 'A', 'B']",5.5,Yes,3.5,No,6.7,4,5.96
23BCE10171,CSE Core,B.Tech,4,67,7.46,8.15,1,"26, 24, 22, 13, 11","['S', 'B', 'B', 'S', 'S', 'N', 'S', 'A', 'N', 'B', 'A', 'S', 'F', 'S', 'C', 'S', 'S', 'S']",5.9,No,0,No,8.8,3,6.41
23BCE10172,CSE Core,B.Tech,4,72,7.19,7.73,1,"17, 18, 15, 8, 27","['A', 'A', 'E', 'B', 'S', 'S', 'C', 'N', 'F', 'S', 'S', 'S', 'A', 'E', 'E', 'A', 'A', 'S']",4.2,Yes,7.5,Yes,8.7,3,5.95
23BCE10173,CSE Core,B.Tech,4,89,7.61,7.85,1,"49, 17, 20, 45, 35","['F', 'B', 'A', 'A', 'S', 'E', 'B', 'A', 'S', 'S', 'E', 'E', 'A', 'A', 'A', 'A', 'D', 'C']",3.1,No,0,No,8.8,4,7.19
23BCE10174,CSE Core,B.Tech,4,79,7.93,8.87,0,"16, 36, 4, 22, 44","['B', 'S', 'B', 'B', 'A', 'E', 'B', 'E', 'S', 'A', 'C', 'A', 'E', 'A', 'B', 'C', 'A', 'A']",4.9,No,0,No,7.9,3,7.72
23BCE10175,CSE Core,B.Tech,4,74,7.46,7.68,0,"18, 5, 48, 32, 25","['B', 'S', 'N', 'A', 'S', 'B', 'N', 'A', 'S', 'B', 'A', 'A', 'C', 'B', 'A', 'C', 'D', 'S']",4.4,No,0,No,7.3,4,7.31
23BCE10176,CSE Core,B.Tech,4,67,7.39,7.76,0,"41, 25, 5, 15, 48","['S', 'N', 'C', 'N', 'A', 'S', 'S', 'B', 'B', 'A', 'S', 'B', 'C', 'A', 'B', 'B', 'E', 'S']",5.5,No,0,No,6.5,3,7.57
23BCE10177,CSE Core,B.Tech,4,76,7.87,8.15,0,"42, 31, 25, 42, 19","['C', 'S', 'E', 'A', 'A', 'A', 'A', 'D', 'E', 'B', 'B', 'B', 'B', 'A', 'B', 'S', 'A', 'B']",5.7,Yes,6.1,No,7.2,3,8.3
23BCE10178,CSE Core,B.Tech,4,84,8.63,9.18,1,"23, 31, 39, 7, 23","['C', 'S', 'A', 'A', 'S', 'C', 'B', 'S', 'B', 'C', 'A', 'A', 'S', 'B', 'A', 'A', 'A', 'F']",3.8,No,0,No,8.5,3,7.19
23BCE10179,CSE Core,B.Tech,4,68,6.59,7.24,1,"4, 25, 13, 17, 25","['F', 'S', 'B', 'B', 'E', 'N', 'E', 'B', 'C', 'C', 'S', 'B', 'A', 'B', 'A', 'S', 'B', 'A']",4.2,Yes,5.3,Yes,7.3,4,5.5
23BCE10180,CSE Core,B.Tech,4,70,7.44,8.35,0,"9, 45, 36, 40, 43","['C', 'B', 'B', 'S', 'A', 'D', 'B', 'A', 'S', 'B', 'N', 'D', 'D', 'N', 'S', 'S', 'S', 'S']",4.9,No,0,No,6.9,5,7.79
23BCE10181,CSE Core,B.Tech,4,70,6.2,6.84,0,"46, 8, 18, 4, 34","['N', 'N', 'B', 'D', 'S', 'A', 'S', 'C', 'A', 'N', 'D', 'D', 'A', 'C', 'D', 'S', 'A', 'A']",5.2,Yes,2.7,Yes,7.1,5,6.44
23BCE10182,CSE Core,B.Tech,4,76,7.87,8.71,1,"45, 49, 40, 30, 43","['S', 'B', 'S', 'C', 'S', 'F', 'A', 'B', 'S', 'B', 'E', 'B', 'C', 'B', 'A', 'S', 'B', 'B']",5.1,Yes,5.7,No,7.4,5,7.88
23BCE10183,CSE Core,B.Tech,4,70,7.39,7.49,0,"11, 27, 28, 47, 28","['S', 'C', 'E', 'N', 'A', 'D', 'A', 'A', 'B', 'C', 'C', 'B', 'A', 'A', 'S', 'A', 'A', 'C']",3.1,Yes,3.9,Yes,8.7,5,6.96
23BCE10184,CSE Core,B.Tech,4,67,6.74,7.13,2,"7, 19, 28, 28, 45","['N', 'B', 'A', 'F', 'A', 'A', 'S', 'B', 'S', 'E', 'F', 'B', 'A', 'B', 'B', 'S', 'B', 'E']",6,Yes,7.8,No,7,4,5.74
23BCE10185,CSE Core,B.Tech,4,71,6.35,7.86,1,"11, 25, 26, 43, 11","['B', 'S', 'D', 'B', 'D', 'C', 'S', 'B', 'N', 'N', 'F', 'B', 'C', 'A', 'B', 'S', 'A', 'N']",3.7,Yes,6.1,Yes,6.9,3,5.95
23BCE10186,CSE Core,B.Tech,4,67,7.02,7.28,0,"12, 8, 6, 3, 8","['S', 'E', 'S', 'B', 'S', 'N', 'B', 'A', 'N', 'C', 'A', 'S', 'N', 'A', 'A', 'A', 'A', 'E']",4.2,Yes,7.5,Yes,6.9,5,5.5
23BCE10187,CSE Core,B.Tech,4,73,8.19,8.76,0,"40, 31, 46, 5, 47","['S', 'S', 'S', 'B', 'E', 'A', 'N', 'A', 'B', 'A', 'S', 'S', 'S', 'S', 'C', 'C', 'A', 'A']",3.6,Yes,2.7,No,7,3,8.16
23BCE10188,CSE Core,B.Tech,4,94,7.59,8.44,1,"26, 44, 11, 19, 45","['A', 'B', 'B', 'S', 'C', 'C', 'C', 'C', 'D', 'E', 'C', 'B', 'S', 'A', 'D', 'A', 'S', 'F']",5,No,0,No,8.1,4,7.33
23BCE10189,CSE Core,B.Tech,4,68,7,7.94,1,"40, 44, 16, 38, 47","['A', 'S', 'B', 'E', 'B', 'A', 'N', 'A', 'C', 'B', 'F', 'B', 'S', 'A', 'A', 'N', 'D', 'C']",4.9,Yes,6.9,No,8.8,3,7.38
23BCE10190,CSE Core,B.Tech,4,68,8.31,8.99,0,"35, 22, 36, 5, 22","['A', 'B', 'C', 'C', 'B', 'A', 'B', 'S', 'S', 'B', 'A', 'S', 'S', 'A', 'N', 'A', 'A', 'S']",3.6,No,0,No,7.2,3,7.43
23BCE10191,CSE Core,B.Tech,4,69,7.57,7.83,0,"5, 8, 31, 41, 45","['B', 'D', 'A', 'B', 'A', 'E', 'S', 'A', 'A', 'N', 'S', 'D', 'A', 'A', 'A', 'C', 'B', 'C']",4,No,0,No,8,5,7.05
23BCE10192,CSE Core,B.Tech,4,72,6.65,7.21,2,"33, 41, 23, 46, 3","['C', 'A', 'B', 'S', 'S', 'B', 'F', 'S', 'F', 'E', 'A', 'B', 'N', 'A', 'C', 'N', 'B', 'S']",4.1,No,0,No,7.2,4,5.76
23BCE10193,CSE Core,B.Tech,4,68,6.91,7.83,1,"35, 12, 28, 5, 16","['N', 'S', 'S', 'E', 'D', 'F', 'S', 'S', 'S', 'A', 'D', 'D', 'B', 'B', 'B', 'N', 'A', 'D']",5.6,Yes,5.7,Yes,8.3,4,6.03
