Registration Number,Predicted GPA By Model,Subjects,Required Grades,Required Term-End Marks
23BCE10150,7.998760858900693,"['CAO', 'MPMC', 'Java', 'DAA', 'Probability']","['S', 'A', 'S', 'B', 'A']","[92.33, 69.67, 92.33, 91.0, 77.67]"
23BCE10151,8.668694575718296,"['CAO', 'MPMC', 'Java', 'DAA', 'Probability']","['S', 'S', 'S', 'A', 'S']","[86.5, 90.5, 86.5, 69.83, 84.5]"
23BCE10152,8.245958563621523,"['CAO', 'MPMC', 'Java', 'DAA', 'Probability']","['B', 'S', 'B', 'S', 'A']","[84.17, 81.5, 80.17, 77.5, 58.83]"
23BCE10153,6.7508143212013785,"['CAO', 'MPMC', 'Java', 'DAA', 'Probability']","['A', 'B', 'A', 'A', 'S']","[55.17, 90.5, 85.17, 93.17, 87.83]"
23BCE10154,7.735268430937697,"['CAO', 'MPMC', 'Java', 'DAA', 'Probability']","['A', 'A', 'A', 'A', 'S']","[61.17, 63.17, 63.17, 83.17, 75.83]"
23BCE10155,8.956271322595809,"['CAO', 'MPMC', 'Java', 'DAA', 'Probability']","['A', 'S', 'S', 'B', 'S']","[67.5, 74.17, 86.17, 74.83, 74.17]"
23BCE10156,5.534345220318308,"['CAO', 'MPMC', 'Java', 'DAA', 'Probability']","['S', 'A', 'S', 'A', 'A']","[79.67, 95.0, 91.67, 59.0, 93.0]"
23BCE10157,7.691087781806528,"['CAO', 'MPMC', 'Java', 'DAA', 'Probability']","['A', 'A', 'A', 'B', 'A']","[59.5, 91.5, 53.5, 74.83, 79.5]"
23BCE10158,7.649073377342824,"['CAO', 'MPMC', 'Java', 'DAA', 'Probability']","['S', 'A', 'S', 'S', 'A']","[87.17, 68.5, 91.17, 85.17, 78.5]"
23BCE10159,7.548284283183002,"['CAO', 'MPMC', 'Java', 'DAA', 'Probability']","['S', 'B', 'A', 'S', 'S']","[74.5, 77.17, 81.83, 82.5, 76.5]"
23BCE10160,6.874730557710796,"['CAO', 'MPMC', 'Java', 'DAA', 'Probability']","['A', 'A', 'S', 'B', 'A']","[69.67, 87.67, 84.33, 81.0, 65.67]"
23BCE10161,6.768758541114425,"['CAO', 'MPMC', 'Java', 'DAA', 'Probability']","['A', 'S', 'A', 'S', 'S']","[78.33, 93.0, 74.33, 73.0, 71.0]"
23BCE10162,8.00923895366808,"['CAO', 'MPMC', 'Java', 'DAA', 'Probability']","['S', 'A', 'S', 'A', 'S']","[68.5, 97.83, 72.5, 83.83, 88.5]"
23BCE10163,7.49879382054231,"['CAO', 'MPMC', 'Java', 'DAA', 'Probability']","['B', 'A', 'A', 'A', 'S']","[92.0, 98.67, 54.67, 58.67, 79.33]"
23BCE10164,5.886807219642499,"['CAO', 'MPMC', 'Java', 'DAA', 'Probability']","['A', 'A', 'S', 'B', 'S']","[73.83, 81.83, 74.5, 85.17, 84.5]"
23BCE10165,5.837360456250873,"['CAO', 'MPMC', 'Java', 'DAA', 'Probability']","['A', 'S', 'B', 'A', 'A']","[69.0, 83.67, 80.33, 67.0, 85.0]"
23BCE10166,5.700618528740859,"['CAO', 'MPMC', 'Java', 'DAA', 'Probability']","['S', 'A', 'B', 'B', 'S']","[91.67, 59.0, 76.33, 90.33, 79.67]"
23BCE10167,6.766321837865747,"['CAO', 'MPMC', 'Java', 'DAA', 'Probability']","['S', 'S', 'S', 'A', 'S']","[92.17, 72.17, 76.17, 61.5, 98.17]"
23BCE10168,6.710290499302485,"['CAO', 'MPMC', 'Java', 'DAA', 'Probability']","['A', 'S', 'B', 'A', 'B']","[91.67, 76.33, 77.0, 89.67, 91.0]"
23BCE10169,6.555507804595322,"['CAO', 'MPMC', 'Java', 'DAA', 'Probability']","['B', 'B', 'A', 'S', 'B']","[92.17, 76.17, 80.83, 75.5, 90.17]"
23BCE10170,5.954442827416898,"['CAO', 'MPMC', 'Java', 'DAA', 'Probability']","['B', 'B', 'A', 'A', 'A']","[92.0, 74.0, 74.67, 82.67, 84.67]"
23BCE10171,6.431584585194603,"['CAO', 'MPMC', 'Java', 'DAA', 'Probability']","['A', 'A', 'A', 'A', 'B']","[73.5, 77.5, 81.5, 99.5, 76.83]"
23BCE10172,5.949806129966588,"['CAO', 'MPMC', 'Java', 'DAA', 'Probability']","['A', 'A', 'A', 'B', 'A']","[90.67, 88.67, 94.67, 82.0, 70.67]"
23BCE10173,7.19693071222613,"['CAO', 'MPMC', 'Java', 'DAA', 'Probability']","['S', 'A', 'A', 'S', 'S']","[70.5, 87.83, 81.83, 78.5, 98.5]"
23BCE10174,7.69806102316779,"['CAO', 'MPMC', 'Java', 'DAA', 'Probability']","['A', 'S', 'B', 'A', 'S']","[91.5, 98.17, 88.83, 79.5, 82.17]"
23BCE10175,7.279568405363247,"['CAO', 'MPMC', 'Java', 'DAA', 'Probability']","['A', 'B', 'S', 'A', 'A']","[88.33, 87.67, 75.0, 60.33, 74.33]"
23BCE10176,7.573348077693463,"['CAO', 'MPMC', 'Java', 'DAA', 'Probability']","['S', 'A', 'B', 'A', 'S']","[90.17, 75.5, 88.83, 95.5, 76.17]"
23BCE10177,8.30811668055931,"['CAO', 'MPMC', 'Java', 'DAA', 'Probability']","['S', 'A', 'A', 'S', 'A']","[86.67, 62.0, 74.0, 86.67, 86.0]"
23BCE10178,7.1801528729711634,"['CAO', 'MPMC', 'Java', 'DAA', 'Probability']","['A', 'A', 'S', 'B', 'A']","[76.67, 60.67, 91.33, 82.0, 76.67]"
23BCE10179,5.48589968331323,"['CAO', 'MPMC', 'Java', 'DAA', 'Probability']","['B', 'A', 'A', 'A', 'A']","[90.67, 75.33, 99.33, 91.33, 75.33]"
23BCE10180,7.798019039139273,"['CAO', 'MPMC', 'Java', 'DAA', 'Probability']","['B', 'S', 'S', 'S', 'S']","[80.33, 81.67, 99.67, 91.67, 85.67]"
23BCE10181,6.445477610160235,"['CAO', 'MPMC', 'Java', 'DAA', 'Probability']","['S', 'B', 'A', 'B', 'A']","[79.67, 82.33, 89.0, 90.33, 57.0]"
23BCE10182,7.898467315287401,"['CAO', 'MPMC', 'Java', 'DAA', 'Probability']","['S', 'S', 'S', 'A', 'S']","[80.67, 72.67, 90.67, 64.0, 84.67]"
23BCE10183,6.993742481400839,"['CAO', 'MPMC', 'Java', 'DAA', 'Probability']","['B', 'A', 'A', 'S', 'A']","[76.33, 71.0, 69.0, 77.67, 69.0]"
23BCE10184,5.7565641208148515,"['CAO', 'MPMC', 'Java', 'DAA', 'Probability']","['B', 'A', 'A', 'A', 'S']","[84.83, 87.5, 69.5, 69.5, 82.17]"
23BCE10185,5.949807864520998,"['CAO', 'MPMC', 'Java', 'DAA', 'Probability']","['B', 'A', 'A', 'S', 'B']","[76.17, 74.83, 72.83, 85.5, 76.17]"
23BCE10186,5.520806567599266,"['CAO', 'MPMC', 'Java', 'DAA', 'Probability']","['B', 'B', 'B', 'B', 'B']","[74.83, 82.83, 86.83, 92.83, 82.83]"
23BCE10187,8.16396581156226,"['CAO', 'MPMC', 'Java', 'DAA', 'Probability']","['S', 'A', 'S', 'B', 'S']","[91.17, 62.5, 79.17, 87.83, 77.17]"
23BCE10188,7.300252602371915,"['CAO', 'MPMC', 'Java', 'DAA', 'Probability']","['A', 'S', 'A', 'A', 'S']","[69.0, 79.67, 99.0, 83.0, 77.67]"
23BCE10189,7.368107227629339,"['CAO', 'MPMC', 'Java', 'DAA', 'Probability']","['S', 'S', 'A', 'S', 'S']","[92.0, 84.0, 93.33, 96.0, 78.0]"
23BCE10190,7.419099325610861,"['CAO', 'MPMC', 'Java', 'DAA', 'Probability']","['A', 'A', 'A', 'B', 'A']","[55.33, 81.33, 53.33, 88.67, 81.33]"
23BCE10191,7.050732533935544,"['CAO', 'MPMC', 'Java', 'DAA', 'Probability']","['B', 'B', 'A', 'S', 'S']","[88.5, 82.5, 63.17, 89.83, 81.83]"
23BCE10192,5.733896265320673,"['CAO', 'MPMC', 'Java', 'DAA', 'Probability']","['A', 'S', 'A', 'S', 'B']","[58.67, 89.33, 78.67, 79.33, 92.0]"
23BCE10193,6.024828617552992,"['CAO', 'MPMC', 'Java', 'DAA', 'Probability']","['A', 'B', 'A', 'B', 'A']","[55.33, 74.67, 69.33, 88.67, 93.33]"
23BCE10194,8.369555335633185,"['CAO', 'MPMC', 'Java', 'DAA', 'Probability']","['B', 'S', 'A', 'S', 'S']","[78.33, 71.67, 57.0, 85.67, 95.67]"
23BCE10195,7.611891117223344,"['CAO', 'MPMC', 'Java', 'DAA', 'Probability']","['A', 'S', 'A', 'A', 'A']","[63.5, 98.17, 75.5, 65.5, 89.5]"
23BCE10196,7.125975722537834,"['CAO', 'MPMC', 'Java', 'DAA', 'Probability']","['S', 'S', 'A', 'A', 'A']","[81.5, 95.5, 64.83, 64.83, 78.83]"
23BCE10197,8.765098830814487,"['CAO', 'MPMC', 'Java', 'DAA', 'Probability']","['S', 'S', 'A', 'S', 'S']","[72.33, 86.33, 63.67, 76.33, 92.33]"
23BCE10198,5.891115035453063,"['CAO', 'MPMC', 'Java', 'DAA', 'Probability']","['A', 'B', 'A', 'A', 'A']","[53.33, 92.67, 81.33, 69.33, 67.33]"
23BCE10199,6.967814610522948,"['CAO', 'MPMC', 'Java', 'DAA', 'Probability']","['A', 'B', 'A', 'S', 'S']","[74.67, 80.0, 76.67, 73.33, 93.33]"
23BCE10200,8.631099646428599,"['CAO', 'MPMC', 'Java', 'DAA', 'Probability']","['S', 'S', 'B', 'A', 'S']","[95.67, 71.67, 84.33, 61.0, 91.67]"
23BCE10201,6.008544353625006,"['CAO', 'MPMC', 'Java', 'DAA', 'Probability']","['S', 'B', 'B', 'B', 'A']","[95.5, 88.17, 90.17, 84.17, 84.83]"
23BCE10202,7.480318953437557,"['CAO', 'MPMC', 'Java', 'DAA', 'Probability']","['S', 'A', 'S', 'S', 'S']","[99.83, 91.17, 87.83, 79.83, 85.83]"
23BCE10203,6.047888417275127,"['CAO', 'MPMC', 'Java', 'DAA', 'Probability']","['B', 'A', 'A', 'A', 'A']","[93.0, 77.67, 71.67, 87.67, 55.67]"
23BCE10204,6.2865138696988945,"['CAO', 'MPMC', 'Java', 'DAA', 'Probability']","['A', 'S', 'B', 'S', 'S']","[85.83, 90.5, 83.17, 92.5, 80.5]"
23BCE10205,8.94970373113213,"['CAO', 'MPMC', 'Java', 'DAA', 'Probability']","['S', 'A', 'A', 'S', 'S']","[77.67, 95.0, 93.0, 75.67, 95.67]"
23BCE10206,7.400293008591391,"['CAO', 'MPMC', 'Java', 'DAA', 'Probability']","['S', 'S', 'S', 'A', 'A']","[95.0, 87.0, 73.0, 86.33, 70.33]"
23BCE10207,8.91803740753479,"['CAO', 'MPMC', 'Java', 'DAA', 'Probability']","['A', 'A', 'S', 'A', 'S']","[56.83, 90.83, 71.5, 54.83, 79.5]"
23BCE10208,7.958828028212591,"['CAO', 'MPMC', 'Java', 'DAA', 'Probability']","['A', 'S', 'A', 'S', 'S']","[92.0, 88.67, 84.0, 76.67, 92.67]"
23BCE10209,6.899196426269695,"['CAO', 'MPMC', 'Java', 'DAA', 'Probability']","['S', 'A', 'A', 'B', 'A']","[81.67, 83.0, 81.0, 78.33, 59.0]"
23BCE10210,5.950880370792403,"['CAO', 'MPMC', 'Java', 'DAA', 'Probability']","['A', 'A', 'A', 'B', 'S']","[96.83, 98.83, 62.83, 88.17, 99.5]"
23BCE10211,6.234150486691655,"['CAO', 'MPMC', 'Java', 'DAA', 'Probability']","['S', 'A', 'A', 'B', 'A']","[95.67, 55.0, 73.0, 86.33, 63.0]"
23BCE10212,7.576239903299291,"['CAO', 'MPMC', 'Java', 'DAA', 'Probability']","['S', 'S', 'A', 'S', 'A']","[74.5, 96.5, 57.83, 98.5, 87.83]"
23BCE10213,8.385183033646648,"['CAO', 'MPMC', 'Java', 'DAA', 'Probability']","['S', 'A', 'A', 'S', 'B']","[97.67, 67.0, 99.0, 87.67, 74.33]"
23BCE10214,7.602200841009547,"['CAO', 'MPMC', 'Java', 'DAA', 'Probability']","['A', 'A', 'A', 'S', 'A']","[71.0, 81.0, 91.0, 87.67, 67.0]"
23BCE10215,7.319987810450107,"['CAO', 'MPMC', 'Java', 'DAA', 'Probability']","['A', 'A', 'A', 'A', 'A']","[98.67, 88.67, 60.67, 76.67, 72.67]"
23BCE10216,6.587428664214003,"['CAO', 'MPMC', 'Java', 'DAA', 'Probability']","['A', 'S', 'A', 'A', 'B']","[69.67, 92.33, 81.67, 77.67, 75.0]"
23BCE10217,6.963032363627732,"['CAO', 'MPMC', 'Java', 'DAA', 'Probability']","['A', 'A', 'S', 'A', 'S']","[90.67, 94.67, 95.33, 92.67, 73.33]"
23BCE10218,7.566014524010548,"['CAO', 'MPMC', 'Java', 'DAA', 'Probability']","['S', 'A', 'S', 'A', 'S']","[74.33, 73.67, 94.33, 73.67, 74.33]"
23BCE10219,8.21719084304103,"['CAO', 'MPMC', 'Java', 'DAA', 'Probability']","['A', 'A', 'S', 'A', 'S']","[82.67, 54.67, 95.33, 78.67, 81.33]"
23BCE10220,8.303390531637838,"['CAO', 'MPMC', 'Java', 'DAA', 'Probability']","['A', 'S', 'S', 'S', 'A']","[57.5, 94.17, 94.17, 74.17, 55.5]"
23BCE10221,7.594056955804346,"['CAO', 'MPMC', 'Java', 'DAA', 'Probability']","['B', 'S', 'A', 'A', 'A']","[92.0, 71.33, 64.67, 66.67, 86.67]"
23BCE10222,7.947804651216845,"['CAO', 'MPMC', 'Java', 'DAA', 'Probability']","['S', 'A', 'A', 'A', 'S']","[73.17, 88.5, 90.5, 56.5, 97.17]"
23BCE10223,5.575607258327626,"['CAO', 'MPMC', 'Java', 'DAA', 'Probability']","['B', 'A', 'A', 'A', 'S']","[84.5, 93.17, 65.17, 69.17, 95.83]"
23BCE10224,7.346733828794186,"['CAO', 'MPMC', 'Java', 'DAA', 'Probability']","['B', 'A', 'B', 'A', 'S']","[77.0, 95.67, 75.0, 67.67, 74.33]"
23BCE10225,7.33274954710386,"['CAO', 'MPMC', 'Java', 'DAA', 'Probability']","['S', 'S', 'A', 'A', 'A']","[90.83, 80.83, 82.17, 78.17, 94.17]"
23BCE10226,7.367333816169455,"['CAO', 'MPMC', 'Java', 'DAA', 'Probability']","['S', 'B', 'A', 'A', 'A']","[98.33, 89.0, 71.67, 57.67, 79.67]"
23BCE10227,5.216125625906901,"['CAO', 'MPMC', 'Java', 'DAA', 'Probability']","['A', 'A', 'B', 'B', 'S']","[93.0, 59.0, 78.33, 80.33, 95.67]"
23BCE10228,7.721429265364445,"['CAO', 'MPMC', 'Java', 'DAA', 'Probability']","['S', 'A', 'B', 'B', 'S']","[96.5, 81.83, 89.17, 83.17, 78.5]"
23BCE10229,6.115746524906236,"['CAO', 'MPMC', 'Java', 'DAA', 'Probability']","['B', 'A', 'A', 'A', 'A']","[90.5, 85.17, 91.17, 89.17, 97.17]"
23BCE10230,6.7691607582332525,"['CAO', 'MPMC', 'Java', 'DAA', 'Probability']","['S', 'S', 'A', 'A', 'S']","[80.5, 96.5, 77.83, 65.83, 88.5]"
23BCE10231,6.706334927203651,"['CAO', 'MPMC', 'Java', 'DAA', 'Probability']","['S', 'A', 'B', 'A', 'A']","[77.83, 73.17, 82.5, 93.17, 75.17]"
23BCE10232,8.29852641020061,"['CAO', 'MPMC', 'Java', 'DAA', 'Probability']","['A', 'A', 'S', 'A', 'S']","[66.83, 74.83, 83.5, 66.83, 85.5]"
23BCE10233,7.189069778848149,"['CAO', 'MPMC', 'Java', 'DAA', 'Probability']","['A', 'A', 'S', 'A', 'A']","[88.67, 56.67, 95.33, 86.67, 84.67]"
23BCE10234,6.908976788789058,"['CAO', 'MPMC', 'Java', 'DAA', 'Probability']","['A', 'B', 'S', 'S', 'A']","[65.67, 79.0, 84.33, 90.33, 79.67]"
23BCE10235,7.58248405019159,"['CAO', 'MPMC', 'Java', 'DAA', 'Probability']","['S', 'S', 'A', 'A', 'A']","[98.33, 74.33, 55.67, 69.67, 73.67]"
23BCE10236,5.00017420390783,"['CAO', 'MPMC', 'Java', 'DAA', 'Probability']","['A', 'A', 'A', 'B', 'B']","[72.5, 58.5, 66.5, 75.83, 89.83]"
23BCE10237,7.175985910304078,"['CAO', 'MPMC', 'Java', 'DAA', 'Probability']","['B', 'A', 'A', 'A', 'S']","[78.5, 55.17, 67.17, 85.17, 73.83]"
23BCE10238,5.7779331666989,"['CAO', 'MPMC', 'Java', 'DAA', 'Probability']","['B', 'A', 'S', 'B', 'A']","[79.67, 72.33, 71.0, 81.67, 84.33]"
23BCE10239,7.419569915194333,"['CAO', 'MPMC', 'Java', 'DAA', 'Probability']","['B', 'A', 'A', 'B', 'S']","[74.5, 67.17, 93.17, 78.5, 69.83]"
23BCE10240,7.693986645226349,"['CAO', 'MPMC', 'Java', 'DAA', 'Probability']","['S', 'A', 'S', 'S', 'A']","[83.5, 80.83, 89.5, 73.5, 68.83]"
23BCE10241,7.821385390368347,"['CAO', 'MPMC', 'Java', 'DAA', 'Probability']","['A', 'B', 'A', 'S', 'S']","[56.33, 79.67, 80.33, 77.0, 99.0]"
23BCE10242,7.2028282836643065,"['CAO', 'MPMC', 'Java', 'DAA', 'Probability']","['A', 'S', 'A', 'A', 'B']","[82.0, 74.67, 92.0, 56.0, 75.33]"
23BCE10243,5.416631069628429,"['CAO', 'MPMC', 'Java', 'DAA', 'Probability']","['S', 'A', 'A', 'A', 'A']","[96.0, 69.33, 81.33, 63.33, 89.33]"
23BCE10244,6.310983081861959,"['CAO', 'MPMC', 'Java', 'DAA', 'Probability']","['A', 'A', 'A', 'B', 'A']","[59.33, 73.33, 61.33, 78.67, 69.33]"
23BCE10245,7.771568804370068,"['CAO', 'MPMC', 'Java', 'DAA', 'Probability']","['A', 'A', 'S', 'S', 'A']","[89.17, 99.17, 93.83, 87.83, 71.17]"
23BCE10246,6.634821508571693,"['CAO', 'MPMC', 'Java', 'DAA', 'Probability']","['B', 'B', 'A', 'S', 'A']","[74.33, 88.33, 97.0, 69.67, 71.0]"
23BCE10247,7.459764328886097,"['CAO', 'MPMC', 'Java', 'DAA', 'Probability']","['S', 'A', 'S', 'A', 'S']","[89.5, 98.83, 99.5, 56.83, 89.5]"
23BCE10248,8.256768041071965,"['CAO', 'MPMC', 'Java', 'DAA', 'Probability']","['A', 'S', 'S', 'S', 'A']","[93.83, 96.5, 78.5, 72.5, 55.83]"
23BCE10249,6.308280928900723,"['CAO', 'MPMC', 'Java', 'DAA', 'Probability']","['A', 'B', 'B', 'S', 'A']","[74.67, 78.0, 80.0, 83.33, 86.67]"
23BCE10250,7.345877724656692,"['CAO', 'MPMC', 'Java', 'DAA', 'Probability']","['A', 'B', 'S', 'B', 'B']","[94.33, 73.67, 85.0, 81.67, 85.67]"
23BCE10251,5.637558215826248,"['CAO', 'MPMC', 'Java', 'DAA', 'Probability']","['S', 'S', 'B', 'B', 'B']","[95.67, 81.67, 74.33, 78.33, 76.33]"
23BCE10252,8.146513650398074,"['CAO', 'MPMC', 'Java', 'DAA', 'Probability']","['A', 'A', 'A', 'S', 'A']","[92.5, 80.5, 72.5, 79.17, 70.5]"
23BCE10253,5.370642438585133,"['CAO', 'MPMC', 'Java', 'DAA', 'Probability']","['B', 'A', 'A', 'A', 'A']","[89.17, 55.83, 75.83, 93.83, 83.83]"
23BCE10254,5.482730539130163,"['CAO', 'MPMC', 'Java', 'DAA', 'Probability']","['A', 'A', 'A', 'A', 'S']","[54.83, 74.83, 66.83, 96.83, 75.5]"
23BCE10255,6.421151935734284,"['CAO', 'MPMC', 'Java', 'DAA', 'Probability']","['S', 'B', 'S', 'S', 'A']","[72.83, 79.5, 94.83, 74.83, 84.17]"
23BCE10256,8.030390939351769,"['CAO', 'MPMC', 'Java', 'DAA', 'Probability']","['A', 'A', 'A', 'S', 'A']","[86.33, 90.33, 76.33, 79.0, 64.33]"
23BCE10257,6.309405664989711,"['CAO', 'MPMC', 'Java', 'DAA', 'Probability']","['A', 'S', 'A', 'B', 'A']","[70.67, 91.33, 90.67, 74.0, 60.67]"
23BCE10258,7.096122385352616,"['CAO', 'MPMC', 'Java', 'DAA', 'Probability']","['S', 'B', 'A', 'A', 'A']","[80.33, 77.0, 65.67, 85.67, 99.67]"
23BCE10259,5.665988210434516,"['CAO', 'MPMC', 'Java', 'DAA', 'Probability']","['S', 'B', 'A', 'A', 'A']","[89.67, 88.33, 75.0, 73.0, 79.0]"
23BCE10260,6.393090750439728,"['CAO', 'MPMC', 'Java', 'DAA', 'Probability']","['S', 'A', 'A', 'S', 'A']","[74.17, 59.5, 65.5, 82.17, 93.5]"
23BCE10261,7.617532414576843,"['CAO', 'MPMC', 'Java', 'DAA', 'Probability']","['S', 'A', 'A', 'S', 'S']","[69.17, 60.5, 80.5, 97.17, 69.17]"
23BCE10262,7.831693187348861,"['CAO', 'MPMC', 'Java', 'DAA', 'Probability']","['A', 'A', 'S', 'A', 'A']","[67.0, 61.0, 93.67, 59.0, 65.0]"
23BCE10263,6.656250926849995,"['CAO', 'MPMC', 'Java', 'DAA', 'Probability']","['A', 'B', 'B', 'B', 'S']","[70.5, 81.83, 79.83, 81.83, 97.17]"
23BCE10264,8.03655128219711,"['CAO', 'MPMC', 'Java', 'DAA', 'Probability']","['A', 'A', 'S', 'S', 'A']","[67.0, 75.0, 69.67, 67.67, 83.0]"
23BCE10265,6.353037354392534,"['CAO', 'MPMC', 'Java', 'DAA', 'Probability']","['S', 'A', 'S', 'A', 'B']","[86.5, 69.83, 86.5, 87.83, 81.17]"
23BCE10266,4.958455058180545,"['CAO', 'MPMC', 'Java', 'DAA', 'Probability']","['A', 'S', 'A', 'B', 'A']","[68.5, 97.17, 66.5, 79.83, 98.5]"
23BCE10267,6.632680731368576,"['CAO', 'MPMC', 'Java', 'DAA', 'Probability']","['A', 'A', 'B', 'S', 'A']","[87.5, 93.5, 88.83, 72.17, 89.5]"
23BCE10268,6.931744824390772,"['CAO', 'MPMC', 'Java', 'DAA', 'Probability']","['B', 'S', 'A', 'A', 'B']","[81.33, 68.67, 72.0, 64.0, 81.33]"
23BCE10269,5.4666629216803635,"['CAO', 'MPMC', 'Java', 'DAA', 'Probability']","['S', 'S', 'A', 'A', 'A']","[90.33, 88.33, 81.67, 93.67, 75.67]"
23BCE10270,6.039630343611194,"['CAO', 'MPMC', 'Java', 'DAA', 'Probability']","['B', 'A', 'S', 'B', 'S']","[80.83, 87.5, 84.17, 76.83, 86.17]"
23BCE10271,7.295848108473068,"['CAO', 'MPMC', 'Java', 'DAA', 'Probability']","['A', 'A', 'A', 'S', 'S']","[73.83, 99.83, 71.83, 76.5, 94.5]"
23BCE10272,7.573753740103773,"['CAO', 'MPMC', 'Java', 'DAA', 'Probability']","['B', 'A', 'S', 'A', 'A']","[77.33, 84.0, 82.67, 80.0, 76.0]"
23BCE10273,7.806993364234891,"['CAO', 'MPMC', 'Java', 'DAA', 'Probability']","['S', 'B', 'S', 'S', 'B']","[78.0, 76.67, 78.0, 76.0, 78.67]"
23BCE10274,5.82448251254343,"['CAO', 'MPMC', 'Java', 'DAA', 'Probability']","['S', 'S', 'A', 'A', 'B']","[76.5, 78.5, 67.83, 75.83, 75.17]"
23BCE10275,6.408454602723896,"['CAO', 'MPMC', 'Java', 'DAA', 'Probability']","['B', 'S', 'S', 'B', 'B']","[90.33, 79.67, 71.67, 80.33, 90.33]"
23BCE10276,6.352924156492825,"['CAO', 'MPMC', 'Java', 'DAA', 'Probability']","['A', 'B', 'A', 'A', 'S']","[88.33, 81.67, 88.33, 70.33, 77.0]"
23BCE10277,6.211058942758992,"['CAO', 'MPMC', 'Java', 'DAA', 'Probability']","['B', 'B', 'A', 'A', 'B']","[74.83, 76.83, 57.5, 57.5, 90.83]"
23BCE10278,7.532165675377698,"['CAO', 'MPMC', 'Java', 'DAA', 'Probability']","['A', 'S', 'B', 'S', 'A']","[79.0, 71.67, 88.33, 99.67, 63.0]"
23BCE10279,7.338919394857186,"['CAO', 'MPMC', 'Java', 'DAA', 'Probability']","['S', 'A', 'A', 'S', 'B']","[83.33, 80.67, 74.67, 93.33, 78.0]"
23BCE10280,7.020007003827604,"['CAO', 'MPMC', 'Java', 'DAA', 'Probability']","['S', 'S', 'A', 'A', 'A']","[79.0, 95.0, 92.33, 74.33, 66.33]"
23BCE10281,6.160124642308319,"['CAO', 'MPMC', 'Java', 'DAA', 'Probability']","['A', 'S', 'A', 'S', 'S']","[91.33, 98.0, 77.33, 74.0, 96.0]"
23BCE10282,8.260358142495745,"['CAO', 'MPMC', 'Java', 'DAA', 'Probability']","['A', 'A', 'S', 'A', 'S']","[91.5, 57.5, 86.17, 85.5, 78.17]"
23BCE10283,7.8033464403972435,"['CAO', 'MPMC', 'Java', 'DAA', 'Probability']","['A', 'S', 'S', 'A', 'S']","[57.0, 83.67, 93.67, 69.0, 75.67]"
23BCE10284,7.763476175922701,"['CAO', 'MPMC', 'Java', 'DAA', 'Probability']","['B', 'S', 'A', 'S', 'A']","[73.83, 87.17, 92.5, 71.17, 68.5]"
23BCE10285,5.932126312570059,"['CAO', 'MPMC', 'Java', 'DAA', 'Probability']","['A', 'A', 'S', 'A', 'A']","[81.83, 59.83, 88.5, 95.83, 57.83]"
23BCE10286,7.866760753290349,"['CAO', 'MPMC', 'Java', 'DAA', 'Probability']","['S', 'S', 'S', 'A', 'B']","[74.33, 70.33, 70.33, 81.67, 87.0]"
23BCE10287,8.239877086047466,"['CAO', 'MPMC', 'Java', 'DAA', 'Probability']","['A', 'A', 'S', 'A', 'S']","[89.0, 77.0, 85.67, 77.0, 95.67]"
23BCE10288,8.315343960180453,"['CAO', 'MPMC', 'Java', 'DAA', 'Probability']","['S', 'S', 'B', 'S', 'S']","[97.0, 91.0, 85.67, 95.0, 99.0]"
23BCE10289,8.415521710715616,"['CAO', 'MPMC', 'Java', 'DAA', 'Probability']","['A', 'A', 'S', 'A', 'A']","[82.33, 58.33, 79.0, 76.33, 66.33]"
23BCE10290,8.003897823071352,"['CAO', 'MPMC', 'Java', 'DAA', 'Probability']","['S', 'A', 'A', 'A', 'S']","[91.67, 65.0, 79.0, 81.0, 91.67]"
23BCE10291,7.902147008434519,"['CAO', 'MPMC', 'Java', 'DAA', 'Probability']","['A', 'A', 'A', 'S', 'A']","[93.67, 61.67, 77.67, 82.33, 53.67]"
23BCE10292,7.344998807988345,"['CAO', 'MPMC', 'Java', 'DAA', 'Probability']","['A', 'S', 'S', 'A', 'A']","[54.83, 69.5, 73.5, 62.83, 90.83]"
23BCE10293,8.246068826509907,"['CAO', 'MPMC', 'Java', 'DAA', 'Probability']","['S', 'A', 'S', 'S', 'A']","[82.0, 75.33, 92.0, 98.0, 85.33]"
23BCE10294,8.028998493992141,"['CAO', 'MPMC', 'Java', 'DAA', 'Probability']","['A', 'A', 'S', 'A', 'S']","[55.17, 55.17, 91.83, 69.17, 89.83]"
23BCE10295,7.821185454542835,"['CAO', 'MPMC', 'Java', 'DAA', 'Probability']","['B', 'A', 'S', 'A', 'S']","[80.0, 70.67, 71.33, 60.67, 85.33]"
23BCE10296,8.401166436368214,"['CAO', 'MPMC', 'Java', 'DAA', 'Probability']","['S', 'S', 'A', 'A', 'A']","[99.83, 87.83, 63.17, 83.17, 99.17]"
23BCE10297,6.990345873846663,"['CAO', 'MPMC', 'Java', 'DAA', 'Probability']","['B', 'S', 'S', 'A', 'A']","[90.17, 81.5, 81.5, 92.83, 94.83]"
23BCE10298,6.816285994038159,"['CAO', 'MPMC', 'Java', 'DAA', 'Probability']","['B', 'A', 'A', 'A', 'A']","[90.17, 54.83, 68.83, 98.83, 88.83]"
23BCE10299,7.714100632739337,"['CAO', 'MPMC', 'Java', 'DAA', 'Probability']","['A', 'A', 'S', 'S', 'A']","[63.17, 87.17, 83.83, 87.83, 75.17]"
